"produto_id","nome_produto","categoria_produto","preco_produto","fornecedor_id","nome_fornecedor","endereco_fornecedor","telefone_fornecedor","loja_id","nome_loja","endereco_loja","cidade_loja","quantidade_estoque","data_estoque"
343,"Produto 343","Categoria 4",3430.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",43,"2022-07-20"
344,"Produto 344","Categoria 5",3440.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",44,"2022-07-19"
345,"Produto 345","Categoria 1",3450.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",45,"2022-07-18"
346,"Produto 346","Categoria 2",3460.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",46,"2022-07-17"
347,"Produto 347","Categoria 3",3470.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",47,"2022-07-16"
348,"Produto 348","Categoria 4",3480.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",48,"2022-07-15"
349,"Produto 349","Categoria 5",3490.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",49,"2022-07-14"
350,"Produto 350","Categoria 1",3500.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",0,"2022-07-13"
351,"Produto 351","Categoria 2",3510.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",1,"2022-07-12"
352,"Produto 352","Categoria 3",3520.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",2,"2022-07-11"
353,"Produto 353","Categoria 4",3530.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",3,"2022-07-10"
354,"Produto 354","Categoria 5",3540.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",4,"2022-07-09"
355,"Produto 355","Categoria 1",3550.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",5,"2022-07-08"
356,"Produto 356","Categoria 2",3560.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",6,"2022-07-07"
357,"Produto 357","Categoria 3",3570.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",7,"2022-07-06"
358,"Produto 358","Categoria 4",3580.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",8,"2022-07-05"
359,"Produto 359","Categoria 5",3590.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",9,"2022-07-04"
360,"Produto 360","Categoria 1",3600.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",10,"2022-07-03"
361,"Produto 361","Categoria 2",3610.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",11,"2022-07-02"
362,"Produto 362","Categoria 3",3620.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",12,"2022-07-01"
363,"Produto 363","Categoria 4",3630.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",13,"2022-06-30"
364,"Produto 364","Categoria 5",3640.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",14,"2022-06-29"
365,"Produto 365","Categoria 1",3650.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",15,"2023-06-28"
366,"Produto 366","Categoria 2",3660.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",16,"2023-06-27"
367,"Produto 367","Categoria 3",3670.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",17,"2023-06-26"
368,"Produto 368","Categoria 4",3680.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",18,"2023-06-25"
369,"Produto 369","Categoria 5",3690.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",19,"2023-06-24"
370,"Produto 370","Categoria 1",3700.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",20,"2023-06-23"
371,"Produto 371","Categoria 2",3710.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",21,"2023-06-22"
372,"Produto 372","Categoria 3",3720.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",22,"2023-06-21"
373,"Produto 373","Categoria 4",3730.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",23,"2023-06-20"
374,"Produto 374","Categoria 5",3740.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",24,"2023-06-19"
375,"Produto 375","Categoria 1",3750.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",25,"2023-06-18"
376,"Produto 376","Categoria 2",3760.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",26,"2023-06-17"
377,"Produto 377","Categoria 3",3770.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",27,"2023-06-16"
378,"Produto 378","Categoria 4",3780.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",28,"2023-06-15"
379,"Produto 379","Categoria 5",3790.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",29,"2023-06-14"
380,"Produto 380","Categoria 1",3800.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",30,"2023-06-13"
381,"Produto 381","Categoria 2",3810.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",31,"2023-06-12"
382,"Produto 382","Categoria 3",3820.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",32,"2023-06-11"
383,"Produto 383","Categoria 4",3830.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",33,"2023-06-10"
384,"Produto 384","Categoria 5",3840.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",34,"2023-06-09"
385,"Produto 385","Categoria 1",3850.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",35,"2023-06-08"
386,"Produto 386","Categoria 2",3860.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",36,"2023-06-07"
387,"Produto 387","Categoria 3",3870.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",37,"2023-06-06"
388,"Produto 388","Categoria 4",3880.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",38,"2023-06-05"
389,"Produto 389","Categoria 5",3890.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",39,"2023-06-04"
390,"Produto 390","Categoria 1",3900.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",40,"2023-06-03"
391,"Produto 391","Categoria 2",3910.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",41,"2023-06-02"
392,"Produto 392","Categoria 3",3920.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",42,"2023-06-01"
393,"Produto 393","Categoria 4",3930.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",43,"2023-05-31"
394,"Produto 394","Categoria 5",3940.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",44,"2023-05-30"
395,"Produto 395","Categoria 1",3950.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",45,"2023-05-29"
396,"Produto 396","Categoria 2",3960.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",46,"2023-05-28"
397,"Produto 397","Categoria 3",3970.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",47,"2023-05-27"
398,"Produto 398","Categoria 4",3980.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",48,"2023-05-26"
399,"Produto 399","Categoria 5",3990.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",49,"2023-05-25"
400,"Produto 400","Categoria 1",4000.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",0,"2023-05-24"
401,"Produto 401","Categoria 2",4010.0,12,"Fornecedor 12","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",1,"2023-05-23"
402,"Produto 402","Categoria 3",4020.0,13,"Fornecedor 13","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",2,"2023-05-22"
403,"Produto 403","Categoria 4",4030.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",3,"2023-05-21"
404,"Produto 404","Categoria 5",4040.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",4,"2023-05-20"
405,"Produto 405","Categoria 1",4050.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",5,"2023-05-19"
406,"Produto 406","Categoria 2",4060.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",6,"2023-05-18"
407,"Produto 407","Categoria 3",4070.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",7,"2023-05-17"
408,"Produto 408","Categoria 4",4080.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",8,"2023-05-16"
409,"Produto 409","Categoria 5",4090.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",9,"2023-05-15"
410,"Produto 410","Categoria 1",4100.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",10,"2023-05-14"
411,"Produto 411","Categoria 2",4110.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",11,"2023-05-13"
412,"Produto 412","Categoria 3",4120.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",12,"2023-05-12"
413,"Produto 413","Categoria 4",4130.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",13,"2023-05-11"
414,"Produto 414","Categoria 5",4140.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",14,"2023-05-10"
415,"Produto 415","Categoria 1",4150.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",15,"2023-05-09"
416,"Produto 416","Categoria 2",4160.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",16,"2023-05-08"
417,"Produto 417","Categoria 3",4170.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",17,"2023-05-07"
418,"Produto 418","Categoria 4",4180.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",18,"2023-05-06"
419,"Produto 419","Categoria 5",4190.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",19,"2023-05-05"
420,"Produto 420","Categoria 1",4200.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",20,"2023-05-04"
421,"Produto 421","Categoria 2",4210.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",21,"2023-05-03"
422,"Produto 422","Categoria 3",4220.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",22,"2023-05-02"
423,"Produto 423","Categoria 4",4230.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",23,"2023-05-01"
424,"Produto 424","Categoria 5",4240.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",24,"2023-04-30"
425,"Produto 425","Categoria 1",4250.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",25,"2023-04-29"
426,"Produto 426","Categoria 2",4260.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",26,"2023-04-28"
427,"Produto 427","Categoria 3",4270.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",27,"2023-04-27"
428,"Produto 428","Categoria 4",4280.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",28,"2023-04-26"
429,"Produto 429","Categoria 5",4290.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",29,"2023-04-25"
430,"Produto 430","Categoria 1",4300.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",30,"2023-04-24"
431,"Produto 431","Categoria 2",4310.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",31,"2023-04-23"
432,"Produto 432","Categoria 3",4320.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",32,"2023-04-22"
433,"Produto 433","Categoria 4",4330.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",33,"2023-04-21"
434,"Produto 434","Categoria 5",4340.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",34,"2023-04-20"
435,"Produto 435","Categoria 1",4350.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",35,"2023-04-19"
436,"Produto 436","Categoria 2",4360.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",36,"2023-04-18"
437,"Produto 437","Categoria 3",4370.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",37,"2023-04-17"
438,"Produto 438","Categoria 4",4380.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",38,"2023-04-16"
439,"Produto 439","Categoria 5",4390.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",39,"2023-04-15"
440,"Produto 440","Categoria 1",4400.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",40,"2023-04-14"
441,"Produto 441","Categoria 2",4410.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",41,"2023-04-13"
442,"Produto 442","Categoria 3",4420.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",42,"2023-04-12"
443,"Produto 443","Categoria 4",4430.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",43,"2023-04-11"
444,"Produto 444","Categoria 5",4440.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",44,"2023-04-10"
445,"Produto 445","Categoria 1",4450.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",45,"2023-04-09"
446,"Produto 446","Categoria 2",4460.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",46,"2023-04-08"
447,"Produto 447","Categoria 3",4470.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",47,"2023-04-07"
448,"Produto 448","Categoria 4",4480.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",48,"2023-04-06"
449,"Produto 449","Categoria 5",4490.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",49,"2023-04-05"
450,"Produto 450","Categoria 1",4500.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",0,"2023-04-04"
451,"Produto 451","Categoria 2",4510.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",1,"2023-04-03"
452,"Produto 452","Categoria 3",4520.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",2,"2023-04-02"
453,"Produto 453","Categoria 4",4530.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",3,"2023-04-01"
454,"Produto 454","Categoria 5",4540.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",4,"2023-03-31"
455,"Produto 455","Categoria 1",4550.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",5,"2023-03-30"
456,"Produto 456","Categoria 2",4560.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",6,"2023-03-29"
457,"Produto 457","Categoria 3",4570.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",7,"2023-03-28"
458,"Produto 458","Categoria 4",4580.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",8,"2023-03-27"
459,"Produto 459","Categoria 5",4590.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",9,"2023-03-26"
460,"Produto 460","Categoria 1",4600.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",10,"2023-03-25"
461,"Produto 461","Categoria 2",4610.0,12,"Fornecedor 12","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",11,"2023-03-24"
462,"Produto 462","Categoria 3",4620.0,13,"Fornecedor 13","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",12,"2023-03-23"
463,"Produto 463","Categoria 4",4630.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",13,"2023-03-22"
464,"Produto 464","Categoria 5",4640.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",14,"2023-03-21"
465,"Produto 465","Categoria 1",4650.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",15,"2023-03-20"
466,"Produto 466","Categoria 2",4660.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",16,"2023-03-19"
467,"Produto 467","Categoria 3",4670.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",17,"2023-03-18"
468,"Produto 468","Categoria 4",4680.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",18,"2023-03-17"
469,"Produto 469","Categoria 5",4690.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",19,"2023-03-16"
470,"Produto 470","Categoria 1",4700.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",20,"2023-03-15"
471,"Produto 471","Categoria 2",4710.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",21,"2023-03-14"
472,"Produto 472","Categoria 3",4720.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",22,"2023-03-13"
473,"Produto 473","Categoria 4",4730.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",23,"2023-03-12"
474,"Produto 474","Categoria 5",4740.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",24,"2023-03-11"
475,"Produto 475","Categoria 1",4750.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",25,"2023-03-10"
476,"Produto 476","Categoria 2",4760.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",26,"2023-03-09"
477,"Produto 477","Categoria 3",4770.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",27,"2023-03-08"
478,"Produto 478","Categoria 4",4780.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",28,"2023-03-07"
479,"Produto 479","Categoria 5",4790.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",29,"2023-03-06"
480,"Produto 480","Categoria 1",4800.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",30,"2023-03-05"
481,"Produto 481","Categoria 2",4810.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",31,"2023-03-04"
482,"Produto 482","Categoria 3",4820.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",32,"2023-03-03"
483,"Produto 483","Categoria 4",4830.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",33,"2023-03-02"
484,"Produto 484","Categoria 5",4840.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",34,"2023-03-01"
485,"Produto 485","Categoria 1",4850.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",35,"2023-02-28"
486,"Produto 486","Categoria 2",4860.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",36,"2023-02-27"
487,"Produto 487","Categoria 3",4870.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",37,"2023-02-26"
488,"Produto 488","Categoria 4",4880.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",38,"2023-02-25"
489,"Produto 489","Categoria 5",4890.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",39,"2023-02-24"
490,"Produto 490","Categoria 1",4900.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",40,"2023-02-23"
491,"Produto 491","Categoria 2",4910.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",41,"2023-02-22"
492,"Produto 492","Categoria 3",4920.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",42,"2023-02-21"
493,"Produto 493","Categoria 4",4930.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",43,"2023-02-20"
494,"Produto 494","Categoria 5",4940.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",44,"2023-02-19"
495,"Produto 495","Categoria 1",4950.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",45,"2023-02-18"
496,"Produto 496","Categoria 2",4960.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",46,"2023-02-17"
497,"Produto 497","Categoria 3",4970.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",47,"2023-02-16"
498,"Produto 498","Categoria 4",4980.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",48,"2023-02-15"
499,"Produto 499","Categoria 5",4990.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",49,"2023-02-14"
500,"Produto 500","Categoria 1",5000.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",0,"2023-02-13"
501,"Produto 501","Categoria 2",5010.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",1,"2023-02-12"
502,"Produto 502","Categoria 3",5020.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",2,"2023-02-11"
503,"Produto 503","Categoria 4",5030.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",3,"2023-02-10"
504,"Produto 504","Categoria 5",5040.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",4,"2023-02-09"
505,"Produto 505","Categoria 1",5050.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",5,"2023-02-08"
506,"Produto 506","Categoria 2",5060.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",6,"2023-02-07"
507,"Produto 507","Categoria 3",5070.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",7,"2023-02-06"
508,"Produto 508","Categoria 4",5080.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",8,"2023-02-05"
509,"Produto 509","Categoria 5",5090.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",9,"2023-02-04"
510,"Produto 510","Categoria 1",5100.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",10,"2023-02-03"
511,"Produto 511","Categoria 2",5110.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",11,"2023-02-02"
512,"Produto 512","Categoria 3",5120.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",12,"2023-02-01"
513,"Produto 513","Categoria 4",5130.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",13,"2023-01-31"
